1	0.444444444444444	0	0	0	0	0	0	0.666666666666667	0.666666666666667	0.444444444444444	0.555555555555556	0.611111111111111	0.777777777777778	0.666666666666667	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0.0555555555555556	0	0	0	0	0	0	
0.307692307692308	1	0	0	0.0384615384615385	0	0	0.0384615384615385	0.538461538461538	0.576923076923077	0.423076923076923	0.423076923076923	0.576923076923077	0.5	0.538461538461538	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0	0.0384615384615385	0.0384615384615385	0	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0	0	0	0	0	
0	0	1	0.111111111111111	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0.444444444444444	0.277777777777778	0.388888888888889	0.277777777777778	0.388888888888889	0	0.166666666666667	0.0555555555555556	0.222222222222222	0	0.0555555555555556	0.0555555555555556	0.0555555555555556	0.0555555555555556	0	0	0.0555555555555556	0.0555555555555556	0.111111111111111	
0	0	0.5	1	0	0.25	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.25	0	0	0	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0	0	
0	0.05	0	0	1	0.15	0	0.05	0.05	0.05	0.05	0	0.05	0.05	0.05	0.05	0.05	0	0.05	0	0.05	0.05	0.5	0.05	0.05	0.05	0.05	0.05	0.1	0.05	0.05	0	0.05	0	0	0	
0	0	0.1	0.1	0.3	1	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0.3	0	0	0	0.2	0	0	0	0	0	0	
0	0	0	0	0	0	1	0.225806451612903	0	0	0	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32258064516129	0.0967741935483871	0.258064516129032	0.0645161290322581	0.516129032258065	0.419354838709677	0.387096774193548	
0	0.04	0	0	0.04	0	0.28	1	0.04	0.04	0.04	0	0.04	0.04	0.04	0.04	0.04	0	0.04	0	0.04	0.04	0	0.04	0.04	0.04	0.04	0.04	0.04	0.48	0.2	0.36	0.2	0.32	0.4	0.24	
0.363636363636364	0.424242424242424	0	0	0.0303030303030303	0	0	0.0303030303030303	1	0.515151515151515	0.303030303030303	0.484848484848485	0.636363636363636	0.575757575757576	0.545454545454545	0.0606060606060606	0.0303030303030303	0	0.0303030303030303	0	0.0303030303030303	0.0303030303030303	0	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0	0	0	0	0	
0.352941176470588	0.441176470588235	0	0	0.0294117647058824	0	0	0.0294117647058824	0.5	1	0.411764705882353	0.558823529411765	0.411764705882353	0.470588235294118	0.411764705882353	0.0588235294117647	0.0294117647058824	0.0294117647058824	0.0294117647058824	0	0.0294117647058824	0.0588235294117647	0.0294117647058824	0.0294117647058824	0.0294117647058824	0.0294117647058824	0.0294117647058824	0.0294117647058824	0.0588235294117647	0.0294117647058824	0.0294117647058824	0	0	0	0	0	
0.421052631578947	0.578947368421053	0	0	0.0526315789473684	0	0	0.0526315789473684	0.526315789473684	0.736842105263158	1	0.631578947368421	0.631578947368421	0.842105263157895	0.578947368421053	0.0526315789473684	0.0526315789473684	0.0526315789473684	0.105263157894737	0	0.0526315789473684	0.0526315789473684	0	0.105263157894737	0.0526315789473684	0.0526315789473684	0.0526315789473684	0.0526315789473684	0.0526315789473684	0.0526315789473684	0.0526315789473684	0	0	0	0	0	
0.232558139534884	0.255813953488372	0	0	0	0	0.0232558139534884	0	0.372093023255814	0.441860465116279	0.27906976744186	1	0.395348837209302	0.395348837209302	0.325581395348837	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0.0232558139534884	0	0.0465116279069767	0	0	0	0.0232558139534884	0	0	0	0.0465116279069767	0.0232558139534884	0	
0.229166666666667	0.3125	0	0	0.0208333333333333	0	0	0.0208333333333333	0.4375	0.291666666666667	0.25	0.354166666666667	1	0.541666666666667	0.4375	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.0416666666666667	0	0.0208333333333333	0.0208333333333333	0	0.0416666666666667	0.0208333333333333	0.0416666666666667	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.0416666666666667	0.0208333333333333	0.0208333333333333	0	0.0208333333333333	0	0	
0.259259259259259	0.240740740740741	0	0	0.0185185185185185	0.0185185185185185	0	0.0185185185185185	0.351851851851852	0.296296296296296	0.296296296296296	0.314814814814815	0.481481481481481	1	0.351851851851852	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.037037037037037	0	0.0185185185185185	0.0185185185185185	0	0.037037037037037	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.0555555555555556	0.0185185185185185	0.0185185185185185	0	0	0	0	
0.333333333333333	0.388888888888889	0	0	0.0277777777777778	0	0	0.0277777777777778	0.5	0.388888888888889	0.305555555555556	0.388888888888889	0.583333333333333	0.527777777777778	1	0.0555555555555556	0.0277777777777778	0	0.0277777777777778	0	0.0277777777777778	0.0555555555555556	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0833333333333333	0.0277777777777778	0.0277777777777778	0.0555555555555556	0.0555555555555556	0.0277777777777778	0	0	0.0555555555555556	0	0	
0	0.0526315789473684	0.631578947368421	0.105263157894737	0.0526315789473684	0.0526315789473684	0	0.0526315789473684	0.105263157894737	0.105263157894737	0.0526315789473684	0	0.0526315789473684	0.0526315789473684	0.105263157894737	1	0.0526315789473684	0.263157894736842	0.210526315789474	0.263157894736842	0.210526315789474	0.473684210526316	0.0526315789473684	0.105263157894737	0.0526315789473684	0.105263157894737	0.0526315789473684	0.0526315789473684	0.157894736842105	0.105263157894737	0.0526315789473684	0	0	0	0	0.0526315789473684	
